1,0.83,0.66,0.72,-0.27,0.68
0,1,0.63,0.64,-0.09,0.49
0,0,1,0.99,0.55,0.96
0,0,0,1,0.47,0.98
0,0,0,0,1,0.46
0,0,0,0,0,1
